Unnamed: 0,RWModel,WSLS,Bayes
RWModel,0.9902912621359224,0.0,0.0097087378640776
WSLS,0.0194174757281553,0.9805825242718448,0.0
Bayes,0.0388349514563106,0.1553398058252427,0.8058252427184466
